id,category,subcategory,difficulty,statement,is_correct,explanation,source_type,source_title,source_url,source_checked_on,status,duplicate_group,review_notes,app_ready
P4-001,part4,4分力・飛行原理,初級,航空機に働く4つの力とは、「揚力」「重力」「推力」および「抗力」である。,true,飛行中の航空機には常にこれら4つの力が作用し、その釣り合いで飛行状態が決まる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_001,既存問題。,yes
P4-002,part4,4分力・飛行原理,初級,ベルヌーイの定理によれば、流体の速度が速いところほど、その圧力は「高く」なる。,false,不流速が速いほど圧力は低くなる。翼上面の圧力低下が揚力発生の一因となる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_002,既存問題。,yes
P4-003,part4,4分力・飛行原理,初級,マルチコプターがホバリングしているとき、揚力は重力と釣り合っている。,true,上下の力が等しいため高度が維持される。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_003,既存問題。,yes
P4-004,part4,4分力・飛行原理,中級,旋回のために機体を傾けると、揚力の垂直成分が減るため、高度維持には推力を増す必要がある。,true,揚力の一部が横方向の力に使われるためである。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_004,既存問題。,yes
P4-005,part4,4分力・飛行原理,中級,失速とは、迎角を大きくしすぎて気流が剥離し、揚力が急減する現象である。,true,固定翼機で顕著だが、プロペラ翼でも過負荷時に類似現象が起こる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_005,既存問題。,yes
P4-006,part4,4分力・飛行原理,中級,地面効果とは、地面付近では通常より少ない推力で浮上できる現象である。,true,吹き下ろし気流が拡散しにくくなるためである。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_006,既存問題。,yes
P4-007,part4,4分力・飛行原理,初級,空気抵抗は飛行速度の2乗に比例して増加する。,true,速度2倍で抗力は約4倍となる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_007,既存問題。,yes
P4-008,part4,4分力・飛行原理,中級,重心位置が後方にある機体は、前進飛行のために大きなピッチダウン操作が必要となる。,true,機首が上がりやすく前進しにくくなる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_008,既存問題。,yes
P4-009,part4,4分力・飛行原理,初級,プロペラの回転数が上がると、空気抵抗は減少する。,false,不回転数が上がるほど空気抵抗と負荷は増加する。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_009,既存問題。,yes
P4-010,part4,4分力・飛行原理,中級,高高度では空気密度が低下するため、同じ揚力にはより高い回転数が必要となる。,true,高地では推力余裕が減少する。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_010,既存問題。,yes
P4-011,part4,前線・雲・霧,中級,寒冷前線通過時には、突風や雷雨を伴うことが多い。,true,急激な上昇気流により積乱雲が発達する。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_011,既存問題。,yes
P4-012,part4,前線・雲・霧,中級,温暖前線通過後は、気温が下がり北寄りの風になる。,false,不温暖前線通過後は気温が上がり、南寄りの風になる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_012,既存問題。,yes
P4-013,part4,前線・雲・霧,中級,上空が寒冷で地表が暖かい状態は、大気が不安定である。,true,対流が起こりやすく積乱雲が発達しやすい。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_013,既存問題。,yes
P4-014,part4,前線・雲・霧,中級,放射霧は、晴れて風の弱い夜間に発生しやすい。,true,放射冷却によって地表付近が冷やされるためである。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_014,既存問題。,yes
P4-015,part4,前線・雲・霧,中級,移流霧は、暖かく湿った空気が冷たい地表を移動して発生する。,true,海霧として知られ、消えにくい。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_015,既存問題。,yes
P4-016,part4,前線・雲・霧,中級,積乱雲下では強い下降気流が発生することがある。,true,ダウンバーストは非常に危険である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_016,既存問題。,yes
P4-017,part4,速度・単位換算,中級,向かい風10m/s、対気速度10m/sの場合、対地速度は20m/sである。,false,不風と打ち消し合い対地速度は0m/sである。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_017,既存問題。,yes
P4-018,part4,速度・単位換算,初級,秒速10mは時速36kmである。,true,秒速×3.6で換算できる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_018,既存問題。,yes
P4-019,part4,バッテリー・電気計算,中級,4000mAhのバッテリーから20A流した場合、理論飛行時間は12分である。,true,4Ah ÷ 20A = 0.2時間。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_019,既存問題。,yes
P4-020,part4,速度・単位換算,初級,対気速度とは地上に対する実際の移動速度である。,false,不それは対地速度である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_020,既存問題。,yes
P4-021,part4,バッテリー・電気計算,初級,LiPo電池の3.8V表示は、ほぼ空の状態である。,false,不3.8Vは保管電圧付近である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_021,既存問題。,yes
P4-022,part4,安全工学・運動力学,中級,最大離陸重量25kg以上の無人航空機は、規制が厳しくなる。,true,日本では大型無人機として扱われる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_022,既存問題。,yes
P4-023,part4,GNSS・電波・通信,中級,フレネルゾーンは高周波ほど必要半径が小さくなる。,true,5.8GHzは2.4GHzより狭い。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_023,既存問題。,yes
P4-024,part4,GNSS・電波・通信,中級,GNSSのマルチパス誤差は、衛星配置の悪さが原因である。,false,不反射波が原因である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_024,既存問題。,yes
P4-025,part4,安全工学・運動力学,中級,推力限界ギリギリでの運用が最も効率的である。,false,不安全余裕を持った運用が必要である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_025,既存問題。,yes
P4-026,part4,風・地形影響,中級,フェーン現象では、山越え後に高温乾燥となる。,true,火災リスクが高まる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_026,既存問題。,yes
P4-027,part4,風・地形影響,初級,等圧線の間隔が狭いほど風は弱い。,false,不間隔が狭いほど風は強い。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_027,既存問題。,yes
P4-028,part4,速度・単位換算,初級,雷光の10秒後に雷鳴が聞こえた場合、距離は約3.4kmである。,true,音速約340m/sで計算する。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_028,既存問題。,yes
P4-029,part4,風・地形影響,初級,海陸風の無風状態を凪という。,true,朝凪・夕凪がある。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_029,既存問題。,yes
P4-030,part4,気圧・高度・大気,初級,標高100m上昇で気温は約0.6℃低下する。,true,気温減率の基礎である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_030,既存問題。,yes
P4-031,part4,安全工学・運動力学,中級,ハイドロプレーニングは、濡れた滑走面で制動力を失う現象である。,true,着陸時に注意が必要である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_031,既存問題。,yes
P4-032,part4,安全工学・運動力学,初級,質量が大きい機体ほど慣性が大きい。,true,止まりにくくなる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_032,既存問題。,yes
P4-033,part4,バッテリー・電気計算,中級,低温環境ではLiPo電池の電圧降下が起きやすい。,true,内部抵抗が増加する。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_033,既存問題。,yes
P4-034,part4,バッテリー・電気計算,初級,WhはV×Ahで求められる。,true,機内持ち込み制限の計算に使う。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_034,既存問題。,yes
P4-035,part4,飛行制御・操縦設定,中級,EXPO設定は中心付近の感度を鈍くする目的で使われる。,true,操作安定性が向上する。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_035,既存問題。,yes
P4-036,part4,飛行制御・操縦設定,中級,ゲインを上げすぎるとハンチングが発生する。,true,過剰制御が原因である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_036,既存問題。,yes
P4-037,part4,GNSS・電波・通信,中級,GPS電波は水中でも十分届く。,false,不水中では急激に減衰する。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_037,既存問題。,yes
P4-038,part4,前線・雲・霧,初級,雲量9以上は曇りとされる。,true,気象庁の基準である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_038,既存問題。,yes
P4-039,part4,前線・雲・霧,中級,煙が多いと夕焼けが赤く見えるのはレイリー散乱による。,true,短波長光が散乱される。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_039,既存問題。,yes
P4-040,part4,速度・単位換算,中級,散布幅5m、速度15km/hの場合、1分あたり12.5アール散布できる。,true,250m×5m=1250㎡。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_040,既存問題。,yes
P4-041,part4,安全工学・運動力学,中級,運動エネルギーは速度の2乗に比例する。,true,高速衝突は非常に危険である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_041,既存問題。,yes
P4-042,part4,風・地形影響,中級,北半球のコリオリの力は進行方向の右向きに働く。,true,台風の回転方向の原因である。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_042,既存問題。,yes
P4-043,part4,前線・雲・霧,中級,前線霧は温暖前線付近で発生しやすい。,true,降雨後に多く見られる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_043,既存問題。,yes
P4-044,part4,GNSS・電波・通信,中級,建物周辺ではマルチパスの影響を考慮する必要がある。,true,GNSS誤差の原因となる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_044,既存問題。,yes
P4-045,part4,GNSS・電波・通信,中級,2.4GHz帯の混信は映像途切れを起こしやすい。,true,市街地で特に注意が必要。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_045,既存問題。,yes
P4-046,part4,安全工学・運動力学,中級,急旋回時には見かけの重力が増加する。,true,機体構造への負荷が増す。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_046,既存問題。,yes
P4-047,part4,安全工学・運動力学,初級,1kgを支えるには約9.8Nの推力が必要である。,true,F=mgで求められる。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_047,既存問題。,yes
P4-048,part4,バッテリー・電気計算,中級,リチウムイオン電池火災では大量の水による冷却が有効である。,true,熱暴走の連鎖を止める目的で行う。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_048,既存問題。,yes
P4-049,part4,安全文化・リスク概念,初級,安全とは、リスクを許容可能な水準まで下げた状態を指す。,true,リスクゼロではない。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_049,既存問題。,yes
P4-050,part4,安全文化・リスク概念,初級,ヒヤリハット報告は事故防止のために重要である。,true,責任追及が目的ではない。,authoring_seed,既存問題移管,,2026-05-19,approved,part4_seed_050,既存問題。,yes
P4-051,part4,4分力・飛行原理,中級,迎角が増えると揚力は一定角までは増えるが、限界を超えると失速し得る。,true,迎角を増やし続けると気流剥離が起こり、揚力が急減する。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_051,新規作問。既存公開問題は不変更。,yes
P4-052,part4,4分力・飛行原理,中級,ホバリング時の推力余裕が小さくても、突風に対する姿勢回復余力は変わらない。,false,推力余裕が小さいほど、突風に対抗する追加出力の余地も小さくなる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_052,新規作問。既存公開問題は不変更。,yes
P4-053,part4,速度・単位換算,初級,対地速度は、対気速度だけで決まり、風の影響は受けない。,false,対地速度は対気速度に風の影響を加味した結果で決まる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_053,新規作問。既存公開問題は不変更。,yes
P4-054,part4,速度・単位換算,初級,追い風10m/sで対気速度15m/sなら、対地速度は5m/sである。,false,追い風では対地速度は加算されるため、25m/sとなる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_054,新規作問。既存公開問題は不変更。,yes
P4-055,part4,安全工学・運動力学,初級,2kgの機体に必要な重力相当の力は約19.6Nである。,true,重力加速度を約9.8m/s²として、2×9.8で求められる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_055,新規作問。既存公開問題は不変更。,yes
P4-056,part4,安全工学・運動力学,中級,バンク角が大きくなるほど荷重倍数は小さくなる。,false,同高度旋回ではバンク角が大きいほど荷重倍数は増える。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_056,新規作問。既存公開問題は不変更。,yes
P4-057,part4,気圧・高度・大気,中級,空気密度高度が高い環境では、プロペラ効率や推力余裕が増えやすい。,false,密度高度が高いほど空気が薄くなり、推力余裕は低下しやすい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_057,新規作問。既存公開問題は不変更。,yes
P4-058,part4,気圧・高度・大気,上級,標準気圧より低い気圧の場所へ移動すると、気圧高度計は実際より低い高度を示しやすい。,false,低圧側では実際より高く表示しやすく、見かけより低い位置を飛んでいる危険がある。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_058,新規作問。既存公開問題は不変更。,yes
P4-059,part4,前線・雲・霧,中級,露点温度と気温の差が小さいほど、霧や低雲が発生しやすい。,true,空気が飽和に近づくため、霧や低雲が生じやすくなる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_059,新規作問。既存公開問題は不変更。,yes
P4-060,part4,前線・雲・霧,中級,積雲は一般に対流活動の目安にはならない。,false,積雲は対流の目安となる代表的な雲である。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_060,新規作問。既存公開問題は不変更。,yes
P4-061,part4,前線・雲・霧,中級,寒冷前線付近では、風向風速が急変することがある。,true,前線通過に伴い風の場が大きく変わることがある。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_061,新規作問。既存公開問題は不変更。,yes
P4-062,part4,風・地形影響,初級,等圧線が疎な場所ほど、一般に気圧傾度力が大きく風が強い。,false,一般に等圧線が密なほど気圧傾度が大きく、風も強まりやすい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_062,新規作問。既存公開問題は不変更。,yes
P4-063,part4,風・地形影響,中級,山の風下側では、地表風が弱くても乱流や下降流が発生することがある。,true,地形後流の影響で局所的に危険な風が生じる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_063,新規作問。既存公開問題は不変更。,yes
P4-064,part4,GNSS・電波・通信,中級,GNSS衛星の受信数が多ければ、反射波によるマルチパスの影響は完全になくなる。,false,受信数が多くても、反射波による誤差そのものが消えるわけではない。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_064,新規作問。既存公開問題は不変更。,yes
P4-065,part4,GNSS・電波・通信,初級,建物壁面や水面付近では、GNSSのマルチパス誤差を考慮する必要はない。,false,反射しやすい環境ではマルチパス誤差が起きやすい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_065,新規作問。既存公開問題は不変更。,yes
P4-066,part4,GNSS・電波・通信,初級,2.4GHz帯は5.8GHz帯より障害物の影響を受けにくい傾向がある。,true,一般に周波数が低い方が回折や透過の面で有利になりやすい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_066,新規作問。既存公開問題は不変更。,yes
P4-067,part4,GNSS・電波・通信,中級,5.8GHz帯は一般に2.4GHz帯よりフレネルゾーンが小さい。,true,同距離条件なら高い周波数帯ほど必要フレネル半径は小さくなる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_067,新規作問。既存公開問題は不変更。,yes
P4-068,part4,バッテリー・電気計算,初級,同じ容量(Ah)でも電圧(V)が高ければ、エネルギー量(Wh)は小さくなる。,false,WhはV×Ahで求めるため、Ahが同じなら電圧が高いほどWhは大きい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_068,新規作問。既存公開問題は不変更。,yes
P4-069,part4,バッテリー・電気計算,中級,6S 5000mAh のバッテリーの公称エネルギー量は、およそ111Whである。,true,公称22.2V×5Ahで約111Whとなる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_069,新規作問。既存公開問題は不変更。,yes
P4-070,part4,バッテリー・電気計算,中級,充電器のセル数設定を誤っても、LiPoのバランス充電なら危険は増えない。,false,セル数設定ミスは過充電など重大事故につながる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_070,新規作問。既存公開問題は不変更。,yes
P4-071,part4,バッテリー・電気計算,中級,内部抵抗が上がったバッテリーは、負荷時の電圧降下が起きやすい。,true,内部抵抗増加は発熱と電圧低下の要因となる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_071,新規作問。既存公開問題は不変更。,yes
P4-072,part4,バッテリー・電気計算,中級,気温が低いときでも、同じ残量表示なら電圧低下の出方は変わらない。,false,低温では内部抵抗増加により電圧低下が早く現れやすい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_072,新規作問。既存公開問題は不変更。,yes
P4-073,part4,速度・単位換算,初級,風速6m/sを時速に直すと約21.6km/hである。,true,秒速に3.6を掛けると時速換算できる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_073,新規作問。既存公開問題は不変更。,yes
P4-074,part4,速度・単位換算,初級,15分は0.15時間である。,false,15分は60分の4分の1なので0.25時間である。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_074,新規作問。既存公開問題は不変更。,yes
P4-075,part4,速度・単位換算,中級,幅4m、速度18km/hで1分飛行したときの処理面積は約12aである。,true,18km/hは300m/分なので、300×4=1200㎡で12aとなる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_075,新規作問。既存公開問題は不変更。,yes
P4-076,part4,安全工学・運動力学,初級,運動エネルギーは質量に比例し、速度には比例しない。,false,運動エネルギーは1/2mv²で、速度の2乗に比例する。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_076,新規作問。既存公開問題は不変更。,yes
P4-077,part4,安全工学・運動力学,初級,同じ質量なら、衝突速度が2倍になると運動エネルギーは4倍になる。,true,速度の2乗で増えるためである。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_077,新規作問。既存公開問題は不変更。,yes
P4-078,part4,飛行制御・操縦設定,中級,EXPOを増やすと、スティック中立付近の感度が高くなる。,false,一般に中立付近の感度を鈍くし、細かな操作をしやすくする。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_078,新規作問。既存公開問題は不変更。,yes
P4-079,part4,飛行制御・操縦設定,中級,ゲインを上げすぎると、振動やハンチングが発生することがある。,true,過大ゲインは制御系の振動を招きやすい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_079,新規作問。既存公開問題は不変更。,yes
P4-080,part4,安全工学・運動力学,中級,コリオリの力は、数百m規模のドローン運航でも常に最優先で補正すべき主要要因である。,false,通常の小規模運航では、局地風や操縦・機体特性の影響の方が支配的である。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_080,新規作問。既存公開問題は不変更。,yes
P4-081,part4,前線・雲・霧,初級,雷鳴まで3秒なら、雷雲は約3km先にあると見積もれる。,false,音速を約340m/sとすると、約1km先の目安である。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_081,新規作問。既存公開問題は不変更。,yes
P4-082,part4,前線・雲・霧,初級,雲量0は快晴であり、雲量1〜8は晴れに含まれない。,false,気象庁区分では雲量1〜8は晴れ、9〜10が曇りである。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_082,新規作問。既存公開問題は不変更。,yes
P4-083,part4,4分力・飛行原理,中級,地面効果は、着陸直前や離陸直後の操縦感に影響しない。,false,地面付近では必要推力や降下感覚が変化しやすく、操縦感に影響する。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_083,新規作問。既存公開問題は不変更。,yes
P4-084,part4,4分力・飛行原理,初級,前進速度がゼロでも、プロペラ後流があるためマルチローターは揚力を得られる。,true,固定翼と異なり、ローターが自ら気流を作って揚力を得る。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_084,新規作問。既存公開問題は不変更。,yes
P4-085,part4,4分力・飛行原理,中級,推力ベクトルを傾けて前進するとき、総推力が同じでも垂直成分は減少する。,true,一部が水平方向に使われるため、垂直成分は小さくなる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_085,新規作問。既存公開問題は不変更。,yes
P4-086,part4,速度・単位換算,中級,風下へ向かうと対地速度が増えるため、同じ距離でも飛行時間は必ず長くなる。,false,風下では対地速度が増えるので、同距離なら飛行時間は短くなりやすい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_086,新規作問。既存公開問題は不変更。,yes
P4-087,part4,速度・単位換算,中級,向かい風で帰還する可能性がある飛行では、往路より復路の電力消費が増えることがある。,true,復路の向かい風で対地速度が下がると、滞空時間が伸び消費が増える。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_087,新規作問。既存公開問題は不変更。,yes
P4-088,part4,バッテリー・電気計算,中級,LiPoの保管では、満充電放置の方がストレージ電圧付近より劣化を抑えやすい。,false,長期保管ではストレージ電圧付近の方が一般に劣化を抑えやすい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_088,新規作問。既存公開問題は不変更。,yes
P4-089,part4,バッテリー・電気計算,中級,セルバランスが崩れたバッテリーでも、総電圧が正常なら高負荷飛行に適している。,false,セルの偏りは高負荷時の電圧降下や劣化を招きやすい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_089,新規作問。既存公開問題は不変更。,yes
P4-090,part4,風・地形影響,中級,視程が良ければ、風向風速計の設置位置はどこでも測定値が同じになる。,false,障害物や地表条件で風は大きく変わるため、設置位置に注意が必要である。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_090,新規作問。既存公開問題は不変更。,yes
P4-091,part4,風・地形影響,中級,フェーン現象では山越え後に気温が下がり湿度が上がる。,false,一般に山越え後は高温乾燥となりやすい。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_091,新規作問。既存公開問題は不変更。,yes
P4-092,part4,前線・雲・霧,中級,放射冷却は、雲が少なく風が弱い夜ほど起こりやすい。,true,地表からの放熱が進みやすいためである。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_092,新規作問。既存公開問題は不変更。,yes
P4-093,part4,4分力・飛行原理,中級,下降気流に入っても、高度維持に必要な推力は通常と変わらない。,false,下降流に対抗するには、通常より大きい推力が必要になる場合がある。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_093,新規作問。既存公開問題は不変更。,yes
P4-094,part4,4分力・飛行原理,中級,バンクしたまま高度を保つには、揚力の総量を増やす必要がある。,true,垂直成分が減るため、その分の揚力を補う必要がある。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_094,新規作問。既存公開問題は不変更。,yes
P4-095,part4,GNSS・電波・通信,初級,GPSとGNSSは同じ意味の完全な同義語であり、GPS以外の衛星システムは含まない。,false,GPSはGNSSを構成する一衛星システムであり、GNSSはより広い概念である。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_095,新規作問。既存公開問題は不変更。,yes
P4-096,part4,バッテリー・電気計算,中級,100Wh のバッテリーは、一般に旅客機客室への持込みが一律禁止される。,false,一般には一定条件下で100Wh以下は客室持込み可能とされる扱いが多い。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_096,新規作問。既存公開問題は不変更。,yes
P4-097,part4,GNSS・電波・通信,中級,電波遮蔽が強い場所では、送信機出力だけ上げれば法令や安全上の問題は解消する。,false,法令、混信、見通し、フェールセーフなど別の問題が残る。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_097,新規作問。既存公開問題は不変更。,yes
P4-098,part4,速度・単位換算,上級,向かい風成分が対気速度を上回ると、対地速度が負になることがある。,true,風に押し戻され、地上基準では後退することがある。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_098,新規作問。既存公開問題は不変更。,yes
P4-099,part4,安全工学・運動力学,中級,急制動や急旋回では慣性の影響で搭載物に追加荷重がかかる。,true,固定不良の搭載物はズレや脱落の危険が高まる。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_099,新規作問。既存公開問題は不変更。,yes
P4-100,part4,安全文化・リスク概念,初級,計器やアプリの数値が正常なら、現地の気流や突風は考慮しなくてよい。,false,現地の風や乱流は計器表示だけでは把握しきれず、目視や体感も重要である。,authoring_seed,新規作問,,2026-05-19,approved,part4_new_100,新規作問。既存公開問題は不変更。,yes
